Country,Region,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Life_expectancy,above_or_below_GDP
Central African Republic,Africa,102.24,152.50666666666666,498.47786666666667,1.732,43.733333333333334,64,22.133333333333333,43.53333333333333,44.53333333333333,2.5946666666666665,472.6666666666667,4.142,7.033333333333333,7.013333333333334,3.413333333333333,0,46.18666666666667,0
Chad,Africa,88.85333333333334,158.82666666666665,393.12246666666664,0.5246666666666667,29.666666666666668,64,21.42,37.6,30.333333333333332,0.854,617.4,10.883333333333333,7.053333333333334,6.953333333333333,1.7133333333333334,0,49.733333333333334,0
Chile,South America,7.74,9.1,99.19186666666667,7.0953333333333335,93.4,89.66666666666667,27.186666666666667,93.6,93.73333333333333,0.16266666666666668,10905.133333333333,16.538666666666668,0.8933333333333333,0.92,9.58,0,78.04666666666667,0
China,Asia,17.546666666666667,21.793333333333333,98.52746666666667,4.112666666666667,87,93.53333333333333,22.953333333333333,93.33333333333333,92.93333333333334,0.1,4486.933333333333,1317.3313333333333,4.706666666666667,4.1,7.02,0,73.54,0
Colombia,South America,17.326666666666668,20.293333333333333,154.36073333333334,4.312,88.4,78.8,25.44,89.2,88.6,0.21333333333333335,4826.733333333334,43.556666666666665,2.3133333333333335,2.0866666666666664,7.08,0,74.7,0
Comoros,Africa,65.85333333333334,90.4,253.19626666666667,0.16533333333333333,77.26666666666667,64,23.5,79.4,78.53333333333333,0.018000000000000002,1201.6666666666667,0.6453333333333333,7.3133333333333335,7.206666666666667,3.6666666666666665,0,60.986666666666665,0
"Congo, Dem. Rep.",Africa,90.58,127.81333333333333,301.3719,3.122,70.2,64,21.30666666666667,61.93333333333333,59.666666666666664,0.6946666666666667,386.8666666666667,59.204,8.053333333333333,7.866666666666667,4.753333333333333,0,54.78666666666667,0
"Congo, Rep.",Africa,52.766666666666666,79.28666666666666,348.20896666666664,1.3306666666666667,72.66666666666667,64,22.58,63.8,66.8,2.1646666666666667,2252.3333333333335,3.901333333333333,8.553333333333333,8.193333333333333,5.933333333333334,0,57.373333333333335,0
Costa Rica,Central America and Caribbean,9.506666666666666,11.053333333333333,94.01463333333334,3.868,88.66666666666667,86.26666666666667,26.5,88.86666666666666,89.73333333333333,0.16066666666666668,9432.933333333332,4.396,1.98,1.92,8.186666666666667,0,78.39333333333333,0
Cote d'Ivoire,Africa,81.2,118.17999999999999,435.16886666666664,1.996,71,64,23.22,73.33333333333333,72.8,2.0526666666666666,1659.4,19.326,6.82,6.773333333333333,3.92,0,51.67333333333333,0
Croatia,European Union,5.46,6.3533333333333335,108.11983333333333,11.596,96.26666666666667,97.8,26.34,95.6,95.46666666666667,0.018666666666666668,11225.133333333333,4.304666666666667,1.76,1.74,10.266666666666667,1,75.71333333333334,0
Cuba,Central America and Caribbean,5.64,7.073333333333333,99.64426666666667,4.242666666666667,96.06666666666666,87.33333333333333,25.026666666666667,98.66666666666667,93.6,0.14333333333333334,5836.4,11.235333333333333,3.44,3.2666666666666666,10.366666666666667,0,77.84666666666666,0
Cyprus,European Union,3.6,4.233333333333333,61.035266666666665,10.912,92.33333333333333,89.73333333333333,26.613333333333333,98.06666666666666,98.06666666666666,0.046,24762.466666666667,1.0573333333333332,0.9,1,11.026666666666667,1,78.99333333333334,1
Czechia,European Union,3.3,4.053333333333334,105.7864,13.340666666666667,96.6,98,26.72,98.06666666666666,98.2,0.08,15319.933333333332,10.344,2.006666666666667,2.08,11.933333333333334,1,76.66,1
Denmark,European Union,3.966666666666667,4.72,88.18599999999999,10.688,88,87.6,25.173333333333332,93.06666666666666,93.06666666666666,0.04,51368.53333333333,5.477333333333333,1.1666666666666667,0.9400000000000001,12.513333333333334,1,78.39999999999999,1
Djibouti,Africa,67.81333333333333,84.00666666666666,290.71506666666664,0.6886666666666666,86.46666666666667,82,23.76,74.26666666666667,74.53333333333333,0.8986666666666666,1245.7333333333333,0.8066666666666666,5.86,5.72,3.7533333333333334,0,59.18,0
Dominican Republic,Central America and Caribbean,29.78,36.36,175.0242,5.850666666666667,78.46666666666667,83,25.6,80.26666666666667,83.06666666666666,0.668,5167.8,9.331333333333333,3.48,3.3866666666666667,7.1066666666666665,0,71.26,0
Ecuador,South America,18.653333333333332,21.953333333333333,141.51983333333334,3.9913333333333334,83.46666666666667,89.8,26.133333333333333,89.2,89.93333333333334,0.18066666666666667,5113.8,14.305333333333333,1.3933333333333333,1.28,7.593333333333334,0,74.45333333333333,0
"Egypt, Arab Rep.",Africa,27.673333333333336,33.653333333333336,165.42596666666668,0.17133333333333334,96.93333333333334,64,28.46,96.93333333333334,96.93333333333334,0.13,3091.4666666666667,78.75933333333333,3.1466666666666665,3.0933333333333333,5.96,0,69.82,0
El Salvador,Central America and Caribbean,19.733333333333334,23.366666666666667,203.09983333333335,2.5946666666666665,91.13333333333334,82.73333333333333,26.78,92.4,92.33333333333333,0.2793333333333333,3269.6666666666665,6.101333333333333,1.82,1.74,6.133333333333334,0,70.54666666666667,0
Equatorial Guinea,Africa,87.83333333333333,125.08666666666667,331.50196666666665,8.136666666666667,46.46666666666667,64,23.26,52.733333333333334,36.266666666666666,4.0553333333333335,12120.266666666666,0.8386666666666667,6.54,6.486666666666666,5.44,0,54.98,1
Eritrea,Africa,43.906666666666666,63.68,318.135,0.9946666666666667,91.66666666666667,88,20.413333333333334,93.46666666666667,92.2,0.34933333333333333,751.2666666666667,2.92,8.06,8.006666666666666,3.7866666666666666,0,59.986666666666665,0
Estonia,European Union,5.073333333333333,6.433333333333334,170.82126666666667,14.991999999999999,93.6,94.26666666666667,25.926666666666666,94.33333333333333,94.2,0.08,14459.466666666667,1.348,2.0866666666666664,2.1533333333333333,12.213333333333333,1,73.56666666666666,1
Eswatini,Africa,60.47333333333333,97.63333333333334,546.5488,6.256,91.26666666666667,94.06666666666666,26.086666666666666,89.33333333333333,88.73333333333333,18.422,3058.733333333333,1.0473333333333334,6.64,6.8,5,0,46.11333333333334,0
Ethiopia,Africa,64.3,99.76,309.6589666666667,0.33066666666666666,57.6,64,20.19333333333333,61.53333333333333,51.333333333333336,0.586,385.4,81.23866666666666,8.846666666666666,6.826666666666666,2.06,0,58.35333333333333,0
Fiji,Oceania,19.74,23.226666666666667,204.45056666666667,2.2693333333333334,98.86666666666666,89.53333333333333,26.893333333333334,97,96.6,0.064,4538.066666666667,0.84,4.1,3.8,9.606666666666667,0,66.44,0
Finland,European Union,2.8266666666666667,3.453333333333333,91.06506666666667,9.578666666666667,88,92,25.9,97.2,98.33333333333333,0.08,42439.933333333334,5.302,0.9,0.8066666666666668,11.453333333333333,1,79.36666666666666,1
France,European Union,3.3533333333333335,4.56,88.7318,12.888,48.93333333333333,66.86666666666666,24.98,98.33333333333333,98.06666666666666,0.106,35366.86666666667,63.81733333333333,0.62,0.6,10.6,1,80.82,1
Gabon,Africa,45.233333333333334,68.57333333333334,294.49896666666666,8.060666666666666,72.06666666666666,64,24.433333333333334,60.6,61.8,2.404,7315.666666666667,1.5053333333333334,6.973333333333334,6.833333333333333,7.166666666666667,0,60.04666666666667,0
"Gambia, The",Africa,50.486666666666665,85.4,282.6659333333333,3.0913333333333335,95.26666666666667,64,22.953333333333333,92.53333333333333,92.73333333333333,1.3553333333333333,708.1333333333333,1.6506666666666667,7.6066666666666665,7.526666666666666,2.58,0,58.53333333333333,0
Georgia,Rest of Europe,18.64,21.04,170.9944,5.429333333333333,76.13333333333334,74.73333333333333,26.526666666666667,85.93333333333334,87.6,0.08800000000000001,2698.3333333333335,3.8646666666666665,2.7533333333333334,2.9,12.146666666666667,0,71.03333333333333,0
Germany,European Union,3.76,4.56,82.03023333333333,11.686666666666667,87.53333333333333,89.06666666666666,26.166666666666668,94.73333333333333,94.93333333333334,0.06333333333333334,37143.333333333336,81.82266666666666,1.12,1.1066666666666667,13.213333333333333,1,79.4,1
Ghana,Africa,51.873333333333335,77.68,272.90023333333335,1.414,87.6,55.8,23.3,88,87.93333333333334,1.2133333333333334,1330.0666666666666,23.079333333333334,7.746666666666667,7.673333333333334,6.533333333333333,0,59.64,0
Greece,European Union,4.04,4.62,77.1251,8.359333333333334,93.86666666666666,78.2,26.953333333333333,96.33333333333333,96.46666666666667,0.06466666666666666,20830.133333333335,10.989333333333333,0.8133333333333334,0.7333333333333333,9.806666666666667,1,79.68,1
Grenada,Central America and Caribbean,12.92,15.086666666666666,160.3346,8.815333333333333,95.8,78.8,26.08,94.86666666666666,95.86666666666666,0.4,7938,0.10533333333333333,3.9266666666666667,3.94,7.98,0,72.88,0
Guatemala,Central America and Caribbean,32.25333333333333,39.9,186.75783333333334,2.1766666666666667,87.93333333333334,83,25.7,85.06666666666666,86.33333333333333,0.19,3493.6666666666665,13.466666666666667,1.3466666666666667,1.3466666666666667,4.3,0,70.44,0
Guinea,Africa,81.49333333333334,130.54,305.9747,0.218,58.2,64,22.34,55.333333333333336,57.666666666666664,1.0393333333333334,683.2,9.591333333333333,7.666666666666667,7.6466666666666665,1.7866666666666666,0,54.806666666666665,0
Guinea-Bissau,Africa,82.84666666666666,133.13333333333333,293.3129333333333,3.104,83.8,64,22.753333333333334,73.6,72.2,2.6766666666666667,574.7333333333333,1.4233333333333333,7.526666666666666,7.406666666666666,2.473333333333333,0,53.29333333333334,0
Guyana,South America,32.36,39.94,220.78773333333334,6.498666666666667,93.2,81.86666666666666,25.44,92.86666666666666,93.13333333333334,0.7713333333333333,4523.866666666667,0.7513333333333333,5.693333333333333,5.4799999999999995,8.006666666666666,0,67.2,0
Haiti,Central America and Caribbean,66.07333333333334,94.42,277.27093333333335,3.207333333333333,59.733333333333334,83,24.193333333333335,60.53333333333333,58,1.0553333333333332,1319.5333333333333,9.500666666666667,4.266666666666667,4.28,4.466666666666667,0,59.46666666666667,0
Honduras,Central America and Caribbean,22.906666666666666,27.35333333333333,159.1485,2.768666666666667,94.93333333333334,83,25.673333333333332,95.6,95.53333333333333,0.18733333333333332,2038.4666666666667,7.791333333333333,2.42,2.3533333333333335,5.046666666666667,0,72.53333333333333,0
Hungary,European Union,6.086666666666667,7.1866666666666665,167.16196666666667,12.138,88,99,26.513333333333332,98.93333333333334,99,0.08,11028.866666666667,10.048666666666668,1.94,1.9333333333333333,11.22,1,73.51333333333334,0
Iceland,Rest of Europe,2.453333333333333,3.08,59.39823333333333,6.846,88,92.2,25.88,95,95,0.038,48280.86666666667,0.306,0.9533333333333334,0.9,10.466666666666667,1,81.51333333333334,1
India,Asia,51.54,68.2,200.94013333333334,1.9093333333333333,59.86666666666667,36.8,21.166666666666668,68.53333333333333,69.93333333333334,0.15133333333333335,1078.8,1180.5026666666665,27.126666666666665,27.986666666666668,5.093333333333334,0,65.38666666666667,0
Indonesia,Asia,31.846666666666668,39.52,186.70426666666665,0.068533333333333335,73.26666666666667,48.86666666666667,22.246666666666666,81.46666666666667,76.2,0.184,2450.6666666666665,232.754,3.5533333333333332,4.126666666666667,7.346666666666667,0,68.1,0
"Iran, Islamic Rep.",Middle East,20.493333333333332,24.353333333333335,120.617,0.017666666666666667,97.73333333333333,65,25.553333333333335,98.26666666666667,98.4,0.106,4918.866666666667,71.39933333333333,7.72,7.913333333333333,8.16,0,72.78,0
Iraq,Middle East,30.813333333333333,37.833333333333336,173.8314,0.16986666666666667,65.46666666666667,61.13333333333333,27.72,74.4,71.06666666666666,0.13,3942.6,28.27733333333333,5.406666666666666,5.166666666666666,5.993333333333333,0,68.70666666666666,0
Ireland,European Union,4.26,5.033333333333333,76.0998,12.418,95,86,26.88,90.93333333333334,90.93333333333334,0.06133333333333334,46840.46666666667,4.304,0.3,0.22,11.6,1,79.34666666666666,1
Israel,Middle East,4.233333333333333,5.253333333333333,66.28346666666667,2.6526666666666667,97.53333333333333,94,26.686666666666667,94.2,94,0.08,30910.6,7.222666666666667,1.1400000000000001,1.1,12.433333333333334,1,80.70666666666666,1
Italy,European Union,3.7,4.366666666666666,62.67093333333333,8.265333333333333,95.66666666666667,83.46666666666667,25.6,96.33333333333333,94.86666666666666,0.084,32420.4,58.51133333333333,0.5066666666666667,0.52,9.393333333333333,1,81.31333333333333,1
Jamaica,Central America and Caribbean,16.366666666666667,19.133333333333333,149.4955,3.318,95.13333333333334,82.26666666666667,26.5,94.93333333333334,94.6,0.6913333333333334,5018.6,2.767333333333333,1.8866666666666667,1.74,8.44,0,74.06666666666666,0
Japan,Asia,2.6133333333333333,3.56,65.24796666666667,7.890666666666667,83,88.53333333333333,22.613333333333333,95.8,96.26666666666667,0.17,32839.73333333333,127.66066666666667,1.7933333333333332,1.5266666666666666,11.4,1,82.36666666666666,1
Jordan,Middle East,18.766666666666666,22.08,120.3048,0.47733333333333333,96.86666666666666,92.53333333333333,28.326666666666668,97,96.86666666666666,0.13,4291.266666666666,6.572666666666667,3.88,3.86,9.78,0,72.91333333333333,0
Kazakhstan,Asia,23.740000000000002,26.986666666666668,254.60060000000001,4.800666666666666,97.26666666666667,98.26666666666667,25.893333333333334,97.46666666666667,96.33333333333333,0.08533333333333333,7817.733333333334,15.755333333333333,2.44,2.546666666666667,11.373333333333333,0,67.44666666666667,0
Kenya,Africa,45.74666666666667,70.56666666666666,355.7979,1.3266666666666667,84.13333333333334,28,22.586666666666666,83.73333333333333,84.26666666666667,2.8113333333333332,1257.3333333333333,38.95466666666667,8.44,8.333333333333334,5.8933333333333335,0,57.306666666666665,0
Kiribati,Oceania,49.233333333333334,64.36666666666666,211.12123333333332,0.5353333333333333,83.13333333333334,45.06666666666667,29.326666666666668,85.13333333333334,84.33333333333333,0.17,1466.8,0.09666666666666666,0.16,0.14,7.473333333333334,0,65.02,0
Kuwait,Middle East,9.36,10.893333333333333,75.69393333333333,0.017066666666666667,98.13333333333334,90.4,28.82,98.13333333333334,98.46666666666667,0.13,34563,2.6666666666666665,3.2666666666666666,3.14,6.446666666666666,0,73.94666666666667,1
Kyrgyz Republic,Asia,31.113333333333333,35.72,208.40243333333333,6.238666666666667,90.2,65,25.493333333333332,95.8,96.53333333333333,0.11666666666666667,899.0666666666667,5.2973333333333334,3.36,3.413333333333333,10.306666666666667,0,68.84666666666666,0
Lao PDR,Asia,59.25333333333333,80.08666666666667,234.13766666666666,4.88,61.93333333333333,65,21.86,63.4,62.666666666666664,0.156,1382.8666666666666,5.961333333333333,6.1066666666666665,6.213333333333333,4.433333333333334,0,62.63333333333333,0
Latvia,European Union,7.859999999999999,9.533333333333333,201.45473333333334,9.573333333333332,94,94.4,26.066666666666666,95.06666666666666,95,0.20666666666666667,10689.866666666667,2.1826666666666665,2.42,2.453333333333333,11.826666666666666,1,72.21333333333334,0
Lebanon,Middle East,11.206666666666667,13.053333333333333,77.3708,1.6613333333333333,79.4,51.8,26.9,77.4,79.4,0.029333333333333333,7532.066666666667,4.842,4.76,4.706666666666667,7.786666666666667,0,77.21333333333334,0
Lesotho,Africa,72.19333333333333,105.83333333333333,574.9125333333334,2.594,86.2,69.66666666666667,24.46,87.93333333333334,89.33333333333333,14.635333333333334,912.0666666666667,2.0113333333333334,7.3,7.1866666666666665,5.48,0,45.24666666666667,0
Liberia,Africa,87.47333333333333,124.82,290.8615,3.968,62.333333333333336,64,23.553333333333335,65.93333333333334,59.13333333333333,3.5,662.6,3.538,7.926666666666667,7.8533333333333335,3.9266666666666667,0,56.96,0
Libya,Africa,17.740000000000002,20.826666666666668,137.02503333333334,0.008533333333333334,96.26666666666667,93.2,27.366666666666667,96.46666666666667,96.46666666666667,0.07666666666666666,11434,5.9286666666666665,5.586666666666667,5.426666666666667,6.673333333333333,0,71.77333333333334,0
Lithuania,European Union,6.226666666666667,7.726666666666667,202.04766666666666,12.902666666666667,94.8,94.33333333333333,26.22,93.93333333333334,94.33333333333333,0.07466666666666667,10428.066666666668,3.2266666666666666,2.96,2.993333333333333,11.673333333333334,1,72.45333333333333,0
Luxembourg,European Union,2.7133333333333334,3.3066666666666666,79.41863333333333,12.201333333333334,92.26666666666667,86,25.94,98,98.93333333333334,0.084,102806.73333333334,0.48733333333333334,0.9466666666666667,0.9133333333333333,11.38,1,79.78,1
Madagascar,Africa,53.13333333333333,79.93333333333334,254.13036666666667,0.832,70.93333333333334,64,20.933333333333334,71.6,72.73333333333333,0.10133333333333333,473.26666666666665,19.526,7.92,7.826666666666667,5.726666666666667,0,62.00666666666667,0
Malawi,Africa,63.35333333333333,105.59333333333333,463.9626333333333,1.6533333333333333,88.26666666666667,64,22.273333333333333,89.13333333333334,88.73333333333333,5.790666666666667,320.93333333333334,13.494666666666667,7.166666666666667,7.04,3.76,0,51.64,0
Malaysia,Asia,7.173333333333333,8.4,128.74723333333333,0.5146666666666667,95.8,93.53333333333333,24.68,96.2,96.26666666666667,0.19933333333333333,7729.666666666667,26.657333333333334,8.686666666666667,8.48,8.986666666666666,0,73.94,0
Maldives,Asia,17.24,20.56,91.29723333333334,1.5473333333333332,97.8,80.4,24.126666666666665,97.8,97.8,0.17,8037.266666666666,0.34400000000000003,14.233333333333333,14.333333333333334,4.233333333333333,0,74.3,0
Mali,Africa,84.03999999999999,147.16666666666666,297.42633333333333,0.582,74.93333333333334,64,22.26,68.53333333333333,67.2,0.6813333333333333,686.9333333333333,13.762,7.033333333333333,6.273333333333333,1.7733333333333334,0,53.08,0
Malta,European Union,6.093333333333334,6.946666666666666,58.103433333333335,6.836666666666667,86.06666666666666,71.53333333333333,27.053333333333335,88.93333333333334,88.8,0.08,19322.2,0.4086666666666667,0.7466666666666667,0.7066666666666667,9.673333333333334,1,79.89333333333333,1
Mauritania,Africa,64.05333333333333,101.72666666666666,217.7789,0.0094,67.33333333333333,64,24.32,72.2,73.06666666666666,0.2986666666666667,1399.5333333333333,3.232,6.3933333333333335,6.773333333333333,3.5533333333333332,0,61.94,0
Mauritius,Africa,13.5,15.620000000000001,157.63513333333333,3.525333333333333,96.13333333333334,83.4,24.846666666666668,96.4,96.26666666666667,1.04,7051.266666666666,1.2326666666666666,7.506666666666667,7.453333333333333,7.62,0,72.74666666666667,0
Mexico,North America,18.52,21.786666666666665,121.01913333333333,4.525333333333333,95.26666666666667,92.6,27.293333333333333,95.6,95.53333333333333,0.15533333333333332,8964.2,109.38266666666667,1.7466666666666666,1.68,7.773333333333333,0,75.02,0
"Micronesia, Fed. Sts.",Oceania,28.02,33.980000000000004,175.18456666666665,2.1293333333333333,85.46666666666667,65,29.153333333333332,83.13333333333334,82.53333333333333,0.17,2996.8,0.106,0.21333333333333335,0.20666666666666667,6.486666666666666,0,65.88,0
Moldova,Rest of Europe,17.36,20.400000000000002,213.7399,7.576666666666667,95.46666666666667,92,26.413333333333334,95.4,93.46666666666667,0.366,2023.8,2.881333333333333,3.046666666666667,3.2266666666666666,10.56,0,68.75333333333333,0
Mongolia,Asia,30,37.153333333333336,243.074,5.922666666666666,97.33333333333333,95.46666666666667,25.08,97.46666666666667,97.26666666666667,0.018000000000000002,2462.733333333333,2.6226666666666665,2.2866666666666666,2.393333333333333,9.033333333333333,0,65.98,0
Montenegro,Rest of Europe,7.88,9.1,123.31056666666666,9.936666666666667,90.26666666666667,95.8,25.82,92.46666666666667,92.26666666666667,0.026,5453.933333333333,0.6153333333333333,2.16,2.2133333333333334,10.76,0,74.64666666666666,0
Morocco,Africa,32.153333333333336,37.70666666666666,104.52976666666666,0.468,91.86666666666666,81.46666666666667,25.186666666666667,96.8,97.06666666666666,0.051333333333333335,2300.133333333333,31.295333333333332,6.46,6.32,4.08,0,72.57333333333334,0
